time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
20:57:09:567,-0.9766,-0.2361,0.9876,1.409
20:57:09:571,-0.3027,-0.0202,1.2289,1.266
20:57:09:576,0.2554,0.1293,1.3018,1.333
20:57:09:580,0.6507,0.2489,1.1690,1.361
20:57:09:587,0.9550,0.3366,0.8803,1.342
20:57:09:596,1.0824,0.4644,0.5180,1.287
20:57:09:597,1.0468,0.6776,0.0998,1.251
20:57:09:610,0.8885,0.8823,-0.2917,1.286
20:57:09:611,0.7099,1.0377,-0.6503,1.416
20:57:09:611,0.5440,1.1097,-0.9145,1.537
20:57:09:614,0.4504,1.1293,-1.1704,1.688
20:57:09:619,0.4047,1.0915,-1.4210,1.837
20:57:09:624,0.4044,1.0035,-1.6786,1.997
20:57:09:630,0.4035,0.8887,-1.8572,2.098
20:57:09:635,0.4522,0.7798,-1.9611,2.158
20:57:09:640,0.5645,0.6887,-2.0638,2.248
20:57:09:645,0.7098,0.6203,-2.1650,2.361
20:57:09:650,0.8714,0.5773,-2.2620,2.492
20:57:09:654,1.0329,0.5291,-2.3978,2.664
20:57:09:658,1.2568,0.5026,-2.5106,2.852
20:57:09:664,1.4260,0.4839,-2.5888,2.995
20:57:09:670,1.6054,0.4520,-2.6542,3.135
20:57:09:674,1.7688,0.3905,-2.6595,3.218
20:57:09:679,1.9091,0.3477,-2.7182,3.340
20:57:09:684,1.9903,0.2831,-2.7065,3.371
20:57:09:688,1.9836,0.2492,-2.7452,3.396
20:57:09:696,1.9293,0.2051,-2.7561,3.370
20:57:09:697,1.7626,0.1409,-2.6894,3.219
20:57:09:710,1.4664,0.0846,-2.5593,2.951
20:57:09:711,1.1769,0.0353,-2.3394,2.619
20:57:09:713,0.9510,0.0453,-2.2402,2.434
20:57:09:718,0.7575,0.0739,-2.1374,2.269
20:57:09:724,0.6349,0.1859,-1.9925,2.100
20:57:09:727,0.5070,0.2978,-1.8052,1.899
20:57:09:733,0.4363,0.3956,-1.5481,1.656
20:57:09:736,0.3608,0.4482,-1.3065,1.428
20:57:09:744,0.2784,0.4602,-1.0650,1.193
20:57:09:747,0.1984,0.4146,-0.8348,0.953
20:57:09:754,0.1760,0.3636,-0.6558,0.770
20:57:09:756,0.2016,0.3767,-0.4799,0.643
20:57:09:764,0.3254,0.4108,-0.3783,0.646
20:57:09:766,0.4518,0.4301,-0.3368,0.709
20:57:09:773,0.5713,0.4827,-0.3603,0.830
20:57:09:776,0.6601,0.5687,-0.4156,0.965
20:57:09:785,0.7563,0.6499,-0.4433,1.091
20:57:09:787,0.7932,0.6978,-0.4985,1.168
20:57:09:792,0.7874,0.6908,-0.5646,1.190
20:57:09:796,0.7365,0.6696,-0.6417,1.184
20:57:09:801,0.7219,0.6272,-0.7684,1.227
20:57:09:806,0.6932,0.5469,-0.8685,1.239
20:57:09:819,0.7029,0.4718,-0.9687,1.286
20:57:09:820,0.6650,0.3948,-1.0785,1.327
20:57:09:820,0.6368,0.3040,-1.1337,1.335
20:57:09:825,0.6112,0.2257,-1.1704,1.339
20:57:09:831,0.5738,0.1646,-1.1693,1.313
20:57:09:836,0.5055,0.1136,-1.1353,1.248
20:57:09:840,0.4567,0.0967,-1.0753,1.172
20:57:09:844,0.3724,0.0874,-0.9868,1.058
20:57:09:849,0.2766,0.1143,-0.8934,0.942
20:57:09:854,0.1930,0.1940,-0.8143,0.859
20:57:09:858,0.1026,0.2451,-0.7326,0.779
20:57:09:865,0.0721,0.3082,-0.6821,0.752
20:57:09:870,0.0465,0.3666,-0.6270,0.728
20:57:09:876,0.0448,0.4465,-0.5938,0.744
20:57:09:881,0.0837,0.4954,-0.5419,0.739
20:57:09:883,0.1128,0.5442,-0.5122,0.756
20:57:09:890,0.1633,0.5811,-0.5095,0.790
20:57:09:898,0.2421,0.5870,-0.4934,0.804
20:57:09:899,0.2586,0.5954,-0.4542,0.792
20:57:09:903,0.2389,0.6109,-0.4327,0.786
20:57:09:909,0.1927,0.6266,-0.3955,0.766
20:57:09:913,0.1535,0.6568,-0.3546,0.762
20:57:09:918,0.1190,0.6298,-0.2933,0.705
20:57:09:924,0.0580,0.5982,-0.2449,0.649
20:57:09:928,0.0327,0.5382,-0.2000,0.575
20:57:09:933,-0.0094,0.4927,-0.1514,0.515
20:57:09:937,-0.0494,0.4186,-0.1108,0.436
20:57:09:945,-0.0587,0.3445,-0.0711,0.357
20:57:09:948,-0.0778,0.3229,-0.0415,0.335
20:57:09:954,-0.0756,0.2797,0.0308,0.291
20:57:09:959,-0.0426,0.2411,0.0551,0.251
20:57:09:964,-0.0215,0.2073,0.0700,0.220
20:57:09:966,0.0042,0.1734,0.0733,0.188
20:57:09:972,0.0468,0.1561,0.0725,0.178
20:57:09:976,0.0774,0.1218,0.0535,0.154
20:57:09:982,0.0913,0.1016,0.0116,0.137
20:57:09:987,0.1556,0.0906,-0.0673,0.192
20:57:09:992,0.2199,0.1129,-0.1572,0.293
20:57:09:999,0.2914,0.1231,-0.2701,0.416
20:57:10:012,0.3582,0.1881,-0.3439,0.531
20:57:10:012,0.4274,0.2028,-0.4194,0.632
20:57:10:013,0.4966,0.2174,-0.5329,0.760
20:57:10:015,0.5777,0.2440,-0.6127,0.877
20:57:10:021,0.6373,0.2039,-0.6686,0.946
20:57:10:027,0.7039,0.2141,-0.7033,1.018
20:57:10:031,0.7371,0.1935,-0.7000,1.035
20:57:10:036,0.7534,0.1994,-0.6900,1.041
20:57:10:040,0.7220,0.2272,-0.6447,0.994
20:57:10:046,0.6502,0.2387,-0.5567,0.889
20:57:10:050,0.5668,0.2290,-0.4523,0.760
20:57:10:055,0.4573,0.2389,-0.3674,0.633
20:57:10:061,0.3743,0.2395,-0.2758,0.523
20:57:10:066,0.3082,0.2357,-0.2161,0.444
20:57:10:070,0.2538,0.2130,-0.1790,0.377
20:57:10:075,0.1777,0.1954,-0.1457,0.302
20:57:10:080,0.1060,0.2069,-0.1095,0.257
20:57:10:088,0.0171,0.1469,-0.0611,0.160
20:57:10:089,-0.0340,0.1016,-0.0121,0.108
20:57:10:095,-0.0833,0.0564,0.0760,0.126
20:57:10:098,-0.1404,0.0183,0.1386,0.198
20:57:10:107,-0.1311,-0.0177,0.1716,0.217
20:57:10:109,-0.1344,-0.0418,0.1915,0.238
20:57:10:120,-0.1001,-0.0589,0.1792,0.214
20:57:10:121,-0.0545,-0.1045,0.1679,0.205
20:57:10:124,0.0286,-0.1668,0.1529,0.228
20:57:10:128,0.0465,-0.2289,0.1483,0.277
20:57:10:133,0.0779,-0.2599,0.1663,0.318
20:57:10:137,0.1158,-0.2812,0.1806,0.354
20:57:10:144,0.1506,-0.3097,0.2006,0.399
20:57:10:149,0.2085,-0.3594,0.2192,0.470
20:57:10:154,0.2680,-0.4065,0.2578,0.551
20:57:10:157,0.3173,-0.4366,0.2927,0.614
20:57:10:164,0.3303,-0.4902,0.3865,0.706
20:57:10:168,0.3405,-0.5364,0.4508,0.779
20:57:10:174,0.3386,-0.5751,0.5268,0.850
20:57:10:177,0.3387,-0.6234,0.6434,0.958
20:57:10:184,0.3508,-0.6597,0.6982,1.023
20:57:10:188,0.4203,-0.6816,0.7560,1.101
20:57:10:192,0.4517,-0.7177,0.8169,1.177
20:57:10:198,0.4714,-0.7204,0.8742,1.227
20:57:10:204,0.4652,-0.6968,0.9519,1.268
20:57:10:208,0.5050,-0.6566,1.0144,1.310
20:57:10:213,0.5190,-0.6047,1.0741,1.337
20:57:10:218,0.5698,-0.5339,1.1215,1.367
20:57:10:222,0.6191,-0.4750,1.1350,1.377
20:57:10:228,0.6644,-0.4233,1.0692,1.328
20:57:10:232,0.6678,-0.3693,1.0965,1.336
20:57:10:236,0.7368,-0.3201,1.0808,1.347
20:57:10:241,0.7785,-0.3067,1.0269,1.325
20:57:10:246,0.8046,-0.3098,0.9490,1.282
20:57:10:251,0.8390,-0.3461,0.8324,1.232
20:57:10:256,0.8743,-0.3847,0.7392,1.208
20:57:10:261,0.8983,-0.4519,0.6378,1.191
20:57:10:265,0.9396,-0.5189,0.5400,1.202
20:57:10:271,0.9624,-0.5522,0.4576,1.200
20:57:10:275,0.9593,-0.6044,0.3617,1.190
20:57:10:280,0.9568,-0.6468,0.3144,1.197
20:57:10:285,0.9692,-0.6412,0.2560,1.190
20:57:10:290,0.9843,-0.6306,0.2125,1.188
20:57:10:298,1.0500,-0.6246,0.1695,1.233
20:57:10:304,1.1303,-0.6135,0.1483,1.295
20:57:10:306,1.1942,-0.5662,0.1201,1.327
20:57:10:309,1.2416,-0.5401,0.1639,1.364
20:57:10:319,1.2798,-0.5043,0.2391,1.396
20:57:10:320,1.2705,-0.4492,0.2980,1.380
20:57:10:324,1.3190,-0.3725,0.3454,1.413
20:57:10:330,1.3464,-0.2813,0.4052,1.434
20:57:10:335,1.3384,-0.1686,0.4871,1.434
20:57:10:339,1.2928,-0.0701,0.5768,1.417
20:57:10:344,1.2311,0.0165,0.6339,1.385
20:57:10:349,1.1678,0.0938,0.6893,1.359
20:57:10:354,1.0767,0.1736,0.7169,1.305
20:57:10:359,0.9672,0.2179,0.7309,1.232
20:57:10:363,0.8634,0.2554,0.7506,1.172
20:57:10:368,0.7700,0.2788,0.7663,1.122
20:57:10:373,0.6727,0.3026,0.7708,1.067
20:57:10:377,0.6048,0.2598,0.7666,1.010
20:57:10:383,0.5662,0.1981,0.7509,0.961
20:57:10:390,0.5421,0.1081,0.7403,0.924
20:57:10:394,0.5491,0.0158,0.7225,0.908
20:57:10:399,0.5583,-0.0835,0.7020,0.901
20:57:10:404,0.5650,-0.1660,0.7027,0.917
20:57:10:410,0.5569,-0.2532,0.7102,0.937
20:57:10:415,0.5677,-0.3331,0.6813,0.947
20:57:10:424,0.5973,-0.3936,0.6516,0.968
20:57:10:424,0.5977,-0.4873,0.5876,0.969
20:57:10:427,0.5930,-0.5685,0.5774,1.004
20:57:10:432,0.5569,-0.6370,0.5877,1.030
20:57:10:437,0.5328,-0.6834,0.5969,1.052
20:57:10:443,0.5013,-0.7433,0.6027,1.080
20:57:10:447,0.4268,-0.7570,0.6386,1.078
20:57:10:454,0.3191,-0.7173,0.7359,1.076
20:57:10:457,0.1879,-0.5669,0.8423,1.033
20:57:10:460,-0.0118,-0.3440,0.9676,1.027
20:57:10:467,-0.2965,0.0065,1.1191,1.158
20:57:10:475,-0.6948,0.4751,1.2272,1.488
20:57:10:476,-1.2089,1.0163,1.2728,2.028
20:57:10:481,-1.7120,1.5320,1.2297,2.606
20:57:10:486,-2.1969,1.9746,1.1482,3.169
20:57:10:491,-2.6421,2.3224,1.0360,3.667
20:57:10:496,-3.0235,2.5897,0.8937,4.080
20:57:10:502,-3.3772,2.7617,0.7312,4.423
20:57:10:507,-3.6698,2.9003,0.5514,4.710
20:57:10:512,-3.9134,3.0168,0.3739,4.955
20:57:10:515,-4.0009,3.1035,0.2086,5.068
20:57:10:520,-3.8898,3.0763,-0.1003,4.960
20:57:10:525,-3.4712,3.0266,-0.6187,4.647
20:57:10:530,-2.9085,3.0168,-1.0755,4.326
20:57:10:536,-2.3552,3.0139,-1.3883,4.069
20:57:10:538,-1.8136,2.9085,-1.4788,3.733
20:57:10:543,-1.3266,2.7154,-1.3739,3.320
20:57:10:550,-0.9437,2.4661,-1.0994,2.860
20:57:10:555,-0.7453,2.1370,-0.6686,2.360
20:57:10:559,-0.6615,1.7852,-0.2239,1.917
20:57:10:565,-0.6391,1.4511,0.1401,1.592
20:57:10:568,-0.6156,1.1561,0.4123,1.373
20:57:10:575,-0.5958,0.9334,0.5357,1.230
20:57:10:578,-0.5677,0.7350,0.5345,1.072
20:57:10:584,-0.5294,0.5870,0.4418,0.906
20:57:10:589,-0.5047,0.4389,0.2769,0.724
20:57:10:595,-0.5014,0.2808,0.0634,0.578
20:57:10:597,-0.5005,0.1316,-0.2230,0.564
20:57:10:605,-0.5002,0.0244,-0.5300,0.729
20:57:10:608,-0.4838,-0.0744,-0.8197,0.955
20:57:10:614,-0.4254,-0.2105,-1.1257,1.222
20:57:10:624,-0.3512,-0.3455,-1.3884,1.473
20:57:10:624,-0.2207,-0.4511,-1.6193,1.695
20:57:10:628,-0.0647,-0.5848,-1.8109,1.904
20:57:10:632,0.1264,-0.6868,-1.9749,2.095
20:57:10:637,0.3220,-0.7188,-2.0939,2.237
20:57:10:643,0.5561,-0.7376,-2.1984,2.385
20:57:10:647,0.7120,-0.7212,-2.3335,2.544
20:57:10:652,0.7400,-0.7170,-2.4583,2.666
20:57:10:656,0.7599,-0.6863,-2.5369,2.736
20:57:10:663,0.6210,-0.6701,-2.6147,2.770
20:57:10:667,0.4619,-0.6754,-2.7042,2.825
20:57:10:670,0.3207,-0.6733,-2.7675,2.866
20:57:10:678,0.1375,-0.6852,-2.7980,2.884
20:57:10:682,-0.0614,-0.6680,-2.7599,2.840
20:57:10:687,-0.2619,-0.6695,-2.6870,2.781
20:57:10:691,-0.5048,-0.6828,-2.6300,2.764
20:57:10:696,-0.6976,-0.6913,-2.5947,2.774
20:57:10:701,-0.9172,-0.6885,-2.5362,2.783
20:57:10:707,-1.1066,-0.6437,-2.4095,2.729
20:57:10:712,-1.2542,-0.5982,-2.2551,2.649
20:57:10:715,-1.3575,-0.5067,-2.0824,2.537
20:57:10:720,-1.1795,-0.2922,-1.9722,2.316
20:57:10:726,-1.0596,-0.1052,-1.8980,2.176
20:57:10:730,-0.9050,-0.0460,-1.9322,2.134
20:57:10:735,-0.7850,0.0125,-1.9844,2.134
20:57:10:739,-0.6830,-0.0278,-1.9806,2.095
20:57:10:746,-0.6324,-0.0571,-1.9161,2.019
20:57:10:751,-0.5519,-0.1018,-1.8790,1.961
20:57:10:755,-0.4604,-0.1235,-1.7901,1.852
20:57:10:759,-0.3146,-0.1412,-1.7137,1.748
20:57:10:765,-0.1886,-0.1906,-1.6326,1.654
20:57:10:770,-0.0440,-0.2070,-1.5685,1.583
20:57:10:774,0.0955,-0.2451,-1.4758,1.499
20:57:10:778,0.2156,-0.2643,-1.3830,1.424
20:57:10:785,0.3187,-0.2406,-1.2469,1.309
20:57:10:791,0.4003,-0.2721,-1.1272,1.227
20:57:10:795,0.4603,-0.2701,-1.0142,1.146
20:57:10:800,0.4799,-0.2706,-0.8597,1.021
20:57:10:804,0.4855,-0.2496,-0.7306,0.912
20:57:10:811,0.4482,-0.2382,-0.6293,0.809
20:57:10:814,0.4112,-0.2483,-0.5298,0.715
20:57:10:826,0.3456,-0.2538,-0.4488,0.621
20:57:10:827,0.3182,-0.2691,-0.3748,0.560
20:57:10:828,0.2763,-0.2511,-0.2983,0.478
20:57:10:833,0.2463,-0.2713,-0.1932,0.414
20:57:10:838,0.2424,-0.2845,-0.0932,0.385
20:57:10:844,0.2455,-0.3072,-0.0007,0.393
20:57:10:848,0.2722,-0.3205,0.1083,0.434
20:57:10:853,0.2917,-0.3934,0.1908,0.526
20:57:10:856,0.3324,-0.4448,0.2875,0.625
20:57:10:862,0.3658,-0.5392,0.3648,0.747
20:57:10:867,0.3656,-0.6048,0.4278,0.826
20:57:10:871,0.3222,-0.7039,0.4788,0.910
20:57:10:877,0.2979,-0.8077,0.4939,0.993
20:57:10:883,0.2593,-0.8682,0.5047,1.037
20:57:10:887,0.5010,-0.8349,0.6078,1.148
20:57:10:893,0.4080,-1.0184,0.5747,1.239
20:57:10:896,0.1544,-1.1516,0.3701,1.219
20:57:10:904,0.0362,-1.2608,0.2318,1.282
20:57:10:906,-0.0517,-1.3508,0.2363,1.372
20:57:10:913,0.0175,-1.2876,0.3485,1.334
20:57:10:928,-0.1242,-1.3079,0.3867,1.369
20:57:10:929,-0.2785,-1.3284,0.4104,1.418
20:57:10:930,-0.3545,-1.3110,0.4629,1.435
20:57:10:930,-0.3546,-1.2579,0.5398,1.414
20:57:10:937,-0.3049,-1.2072,0.5745,1.371
20:57:10:940,-0.2652,-1.1974,0.6032,1.367
20:57:10:946,-0.1877,-1.2403,0.6261,1.402
20:57:10:950,-0.0677,-1.2525,0.6313,1.404
20:57:10:959,0.0686,-1.2290,0.6237,1.380
20:57:10:961,0.2186,-1.2131,0.6295,1.384
20:57:10:965,0.3800,-1.1832,0.6275,1.392
20:57:10:970,0.5768,-1.2038,0.5843,1.457
20:57:10:976,0.7706,-1.1461,0.5887,1.501
20:57:10:979,0.8946,-1.1486,0.5643,1.561
20:57:10:985,1.0016,-1.0919,0.5451,1.579
20:57:10:990,1.0989,-1.0238,0.5290,1.592
20:57:10:994,1.1386,-0.9586,0.4947,1.568
20:57:11:000,1.1615,-0.8583,0.4590,1.515
20:57:11:006,1.2034,-0.7516,0.4147,1.478
20:57:11:008,1.2260,-0.5740,0.3279,1.393
20:57:11:022,1.2577,-0.4595,0.2342,1.359
20:57:11:023,1.3082,-0.3003,0.1594,1.352
20:57:11:024,1.3460,-0.2065,0.1055,1.366
20:57:11:028,1.4287,-0.1589,0.0509,1.438
20:57:11:034,1.4533,-0.0692,0.0411,1.456
20:57:11:038,1.5203,0.0386,0.0330,1.521
20:57:11:045,1.5914,0.1072,0.0461,1.596
20:57:11:050,1.6500,0.1773,0.0828,1.662
20:57:11:056,1.6580,0.2466,0.1099,1.680
20:57:11:057,1.6297,0.2985,0.1251,1.662
20:57:11:067,1.5415,0.3832,0.1620,1.597
20:57:11:068,1.4149,0.4937,0.1989,1.512
20:57:11:072,1.2596,0.6276,0.2240,1.425
20:57:11:079,1.0230,0.8065,0.2344,1.324
20:57:11:085,0.7863,0.9969,0.2681,1.298
20:57:11:087,0.5233,1.2085,0.3031,1.351
20:57:11:095,0.2983,1.4386,0.3727,1.516
20:57:11:096,0.0825,1.5962,0.4551,1.662
20:57:11:102,-0.0573,1.7363,0.5646,1.827
20:57:11:107,-0.1332,1.8589,0.6749,1.982
20:57:11:114,-0.1382,1.8922,0.8026,2.060
20:57:11:117,-0.1009,1.8507,0.8927,2.057
20:57:11:127,-0.0118,1.7349,0.9452,1.976
20:57:11:128,0.0770,1.5839,0.9986,1.874
20:57:11:131,0.0231,1.3296,1.1116,1.733
20:57:11:136,-0.4019,1.0090,1.1389,1.574
20:57:11:141,-1.0587,0.7544,1.1310,1.723
20:57:11:146,-1.7435,0.7428,1.0857,2.184
20:57:11:152,-2.5372,0.8260,1.0631,2.872
20:57:11:160,-3.3893,1.0016,1.1716,3.723
20:57:11:161,-4.1463,1.2936,1.2906,4.531
20:57:11:167,-4.8246,1.5537,1.3804,5.253
20:57:11:170,-5.5227,1.6138,1.4035,5.922
20:57:11:179,-6.1653,1.3790,1.2977,6.450
20:57:11:181,-6.5993,0.8199,1.0336,6.730
20:57:11:185,-6.6862,0.0984,0.6770,6.721
20:57:11:190,-6.3344,-0.5171,0.2749,6.361
20:57:11:196,-5.4921,-0.8570,-0.1757,5.561
20:57:11:200,-4.3862,-0.9108,-0.6056,4.520
20:57:11:206,-3.3794,-0.7921,-0.9378,3.595
20:57:11:220,-2.6192,-0.6290,-1.2054,2.951
20:57:11:221,-2.0520,-0.4065,-1.4268,2.532
20:57:11:221,-1.6771,-0.1574,-1.6298,2.344
20:57:11:225,-1.4844,0.0949,-1.7015,2.260
20:57:11:229,-1.3850,0.4174,-1.8516,2.350
20:57:11:235,-1.3712,0.7386,-1.8609,2.427
20:57:11:239,-1.4022,1.1613,-1.9027,2.633
20:57:11:245,-1.3916,1.5996,-1.9351,2.870
20:57:11:251,-1.3991,2.0059,-1.8990,3.096
20:57:11:254,-1.4030,2.2704,-1.6273,3.126
20:57:11:258,-1.3897,2.6150,-1.5661,3.350
20:57:11:264,-1.2094,2.7765,-1.4930,3.376
20:57:11:269,-0.8368,2.8531,-1.5588,3.357
20:57:11:273,-0.2443,2.8766,-1.8162,3.411
20:57:11:278,0.4286,2.7928,-2.1203,3.533
20:57:11:284,1.0840,2.6244,-2.4197,3.731
20:57:11:288,1.8804,2.3224,-2.6668,4.005
20:57:11:295,2.5341,2.1006,-2.8540,4.357
20:57:11:297,3.0461,1.8257,-3.1046,4.717
20:57:11:304,3.4560,1.4982,-3.2588,4.981
20:57:11:307,3.7237,1.1400,-3.5077,5.241
20:57:11:315,3.7879,0.7486,-3.5438,5.241
20:57:11:317,3.6706,0.2929,-3.4194,5.025
20:57:11:332,3.2043,-0.1082,-3.1393,4.487
20:57:11:333,2.6302,-0.4246,-2.7573,3.834
20:57:11:333,2.0384,-0.7175,-2.3988,3.229
20:57:11:336,1.4350,-0.9379,-2.0143,2.645
20:57:11:342,0.9341,-1.1085,-1.6792,2.218
20:57:11:347,0.5016,-1.2517,-1.3615,1.916
20:57:11:351,0.1445,-1.3796,-1.0441,1.736
20:57:11:356,-0.1615,-1.4881,-0.6887,1.648
20:57:11:361,-0.3924,-1.5870,-0.3101,1.664
20:57:11:366,-0.5291,-1.6572,-0.0073,1.740
20:57:11:372,-0.5117,-1.6725,0.2518,1.767
20:57:11:376,-0.3736,-1.6014,0.4314,1.700
20:57:11:383,-0.0952,-1.4027,0.5457,1.508
20:57:11:385,0.2546,-1.1666,0.6013,1.337
20:57:11:391,0.5686,-0.9759,0.6092,1.283
20:57:11:396,0.8163,-0.7796,0.5874,1.273
20:57:11:400,0.9143,-0.5990,0.5594,1.228
20:57:11:407,0.9153,-0.4672,0.5530,1.167
20:57:11:410,0.8196,-0.3748,0.5272,1.044
20:57:11:420,0.7011,-0.2597,0.5030,0.901
20:57:11:421,0.5238,-0.1843,0.4728,0.729
20:57:11:424,0.2996,-0.0842,0.4675,0.562
20:57:11:430,0.1288,0.0331,0.4820,0.500
20:57:11:435,-0.0223,0.1652,0.4778,0.506
20:57:11:439,-0.0988,0.2329,0.4426,0.510
20:57:11:445,-0.1896,0.3102,0.4264,0.560
20:57:11:449,-0.2062,0.3779,0.3856,0.578
20:57:11:455,-0.2112,0.4740,0.3367,0.619
20:57:11:458,-0.2141,0.5601,0.2939,0.668
20:57:11:464,-0.1456,0.6888,0.2667,0.753
20:57:11:469,-0.0752,0.7979,0.2361,0.836
20:57:11:474,0.0258,0.8876,0.1807,0.906
20:57:11:479,0.1457,0.9533,0.0790,0.968
20:57:11:484,0.2463,0.9974,0.0006,1.027
20:57:11:488,0.2989,1.0105,-0.0999,1.058
20:57:11:494,0.3418,1.0189,-0.1795,1.090
20:57:11:497,0.3775,0.9725,-0.2619,1.076
20:57:11:502,0.4227,0.9264,-0.3546,1.078
20:57:11:508,0.4104,0.8710,-0.4218,1.051
20:57:11:527,0.3886,0.7848,-0.4517,0.985
20:57:11:529,0.3691,0.7132,-0.4995,0.946
20:57:11:529,0.3518,0.6610,-0.5225,0.913
20:57:11:530,0.3917,0.5827,-0.5423,0.887
20:57:11:533,0.4243,0.4810,-0.5475,0.843
20:57:11:536,0.4592,0.3943,-0.5214,0.799
20:57:11:544,0.4701,0.3106,-0.4999,0.753
20:57:11:547,0.5094,0.2321,-0.4590,0.724
20:57:11:553,0.4913,0.1448,-0.4036,0.652
20:57:11:557,0.4754,0.0866,-0.3333,0.587
20:57:11:564,0.4761,0.0361,-0.2527,0.540
20:57:11:567,0.4480,-0.0187,-0.1902,0.487
20:57:11:573,0.4510,-0.0706,-0.1528,0.481
20:57:11:575,0.4179,-0.1651,-0.1188,0.465
20:57:11:580,0.4301,-0.2760,-0.0882,0.519
20:57:11:588,0.4515,-0.3627,-0.0730,0.584
20:57:11:591,0.4391,-0.4849,-0.0827,0.659
20:57:11:597,0.4743,-0.5781,-0.1030,0.755
20:57:11:601,0.4994,-0.6780,-0.1341,0.853
20:57:11:607,0.5098,-0.7608,-0.1426,0.927
20:57:11:611,0.5150,-0.8098,-0.1430,0.970
20:57:11:624,0.4672,-0.8656,-0.1207,0.991
20:57:11:625,0.4598,-0.8828,-0.0586,0.997
20:57:11:627,0.4403,-0.8828,0.0196,0.987
20:57:11:631,0.3659,-0.8799,0.1219,0.961
20:57:11:635,0.3181,-0.8528,0.2396,0.941
20:57:11:641,0.2636,-0.8183,0.3397,0.924
20:57:11:645,0.2191,-0.8049,0.4153,0.932
20:57:11:650,0.1657,-0.7483,0.4785,0.904
20:57:11:655,0.1321,-0.6985,0.5223,0.882
20:57:11:659,0.1087,-0.6436,0.5202,0.835
20:57:11:665,0.0834,-0.6196,0.5316,0.821
20:57:11:673,0.0872,-0.5787,0.5469,0.801
20:57:11:674,0.0745,-0.5761,0.5443,0.796
20:57:11:680,0.1456,-0.5544,0.5141,0.770
20:57:11:686,0.1570,-0.5160,0.4827,0.724
20:57:11:690,0.2329,-0.5041,0.4542,0.717
20:57:11:694,0.2896,-0.4706,0.3833,0.672
20:57:11:698,0.3127,-0.4755,0.3344,0.660
20:57:11:706,0.3309,-0.4733,0.2763,0.640
20:57:11:711,0.3609,-0.4687,0.2233,0.632
20:57:11:721,0.3500,-0.4691,0.1536,0.605
20:57:11:722,0.3700,-0.4384,0.0839,0.580
20:57:11:724,0.3514,-0.4199,0.0262,0.548
20:57:11:728,0.3493,-0.3897,-0.0317,0.524
20:57:11:733,0.3206,-0.3142,-0.0657,0.454
20:57:11:737,0.2702,-0.2268,-0.0830,0.362
20:57:11:745,0.2555,-0.1538,-0.1101,0.318
20:57:11:748,0.2433,-0.0687,-0.1422,0.290
20:57:11:752,0.2263,-0.0047,-0.1245,0.258
20:57:11:757,0.2429,0.0454,-0.1071,0.269
20:57:11:765,0.2500,0.0912,-0.0947,0.283
20:57:11:767,0.2430,0.0921,-0.0445,0.264
20:57:11:773,0.3055,0.0937,-0.0424,0.322
20:57:11:776,0.3656,0.0600,0.0215,0.371
20:57:11:783,0.4093,0.0101,0.0903,0.419
20:57:11:789,0.4795,-0.0462,0.1543,0.506
20:57:11:792,0.5856,-0.1257,0.1175,0.610
20:57:11:798,0.6199,-0.2024,0.1880,0.679
20:57:11:803,0.6252,-0.2382,0.2607,0.718
20:57:11:810,0.6402,-0.2451,0.3646,0.776
20:57:11:811,0.6577,-0.2421,0.3705,0.793
20:57:11:827,0.6464,-0.2846,0.4580,0.842
20:57:11:828,0.5876,-0.2196,0.6063,0.872
20:57:11:828,0.5509,-0.1834,0.7321,0.934
20:57:11:831,0.5104,-0.1448,0.8502,1.002
20:57:11:836,0.5567,-0.1372,0.8099,0.992
20:57:11:841,0.4797,-0.1176,0.9128,1.038
20:57:11:846,0.4684,-0.1028,1.0040,1.113
20:57:11:850,0.4394,-0.1453,1.0285,1.128
20:57:11:856,0.4810,-0.1997,0.9910,1.119
20:57:11:859,0.5353,-0.2731,0.9125,1.093
20:57:11:867,0.5808,-0.3536,0.8286,1.072
20:57:11:870,0.6244,-0.4412,0.6982,1.035
20:57:11:876,0.6682,-0.5121,0.5713,1.017
20:57:11:881,0.6476,-0.5998,0.4666,0.998
20:57:11:884,0.6271,-0.6397,0.3672,0.968
20:57:11:891,0.6566,-0.6679,0.2561,0.971
20:57:11:896,0.6595,-0.6510,0.1594,0.940
20:57:11:898,0.6955,-0.6559,0.0912,0.960
20:57:11:903,0.7645,-0.5965,0.0395,0.970
20:57:11:911,0.8404,-0.5421,0.0283,1.000
20:57:11:926,0.9304,-0.4590,0.0815,1.041
20:57:11:927,0.9990,-0.3617,0.1277,1.070
20:57:11:928,1.0344,-0.3072,0.2340,1.104
20:57:11:929,1.0202,-0.2429,0.3387,1.102
20:57:11:934,1.0043,-0.1761,0.4562,1.117
20:57:11:938,0.9797,-0.1210,0.5652,1.138
20:57:11:944,0.9344,-0.0944,0.6466,1.140
20:57:11:948,0.8901,-0.0842,0.6958,1.133
20:57:11:953,0.8561,-0.1001,0.7244,1.126
20:57:11:958,0.8228,-0.1514,0.7110,1.098
20:57:11:966,0.8378,-0.2240,0.6957,1.112
20:57:11:969,0.8461,-0.3057,0.6737,1.124
20:57:11:973,0.8521,-0.3944,0.6234,1.127
20:57:11:977,0.8630,-0.4757,0.5995,1.154
