time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
20:43:58:050,0.1481,-0.1107,1.4714,1.483
20:43:58:055,0.1421,-0.1741,1.5554,1.572
20:43:58:059,0.2519,-0.2511,1.5377,1.578
20:43:58:065,0.1854,-0.2988,1.6264,1.664
20:43:58:069,0.1556,-0.3605,1.7856,1.828
20:43:58:075,0.1219,-0.4243,1.9509,2.000
20:43:58:078,0.1153,-0.5163,2.0961,2.162
20:43:58:086,0.1335,-0.6172,2.2693,2.356
20:43:58:088,0.1531,-0.7558,2.4880,2.605
20:43:58:093,0.2250,-0.8981,2.7651,2.916
20:43:58:098,0.3376,-0.9988,3.0254,3.204
20:43:58:103,0.4584,-1.0509,3.3589,3.549
20:43:58:107,0.5834,-1.0260,3.6908,3.875
20:43:58:112,0.7373,-0.9316,4.0180,4.190
20:43:58:117,0.9089,-0.7346,4.2437,4.402
20:43:58:122,1.0601,-0.4925,4.3518,4.506
20:43:58:127,1.1026,-0.1121,4.3425,4.482
20:43:58:132,1.0360,0.3608,4.1407,4.284
20:43:58:137,0.7498,0.9933,3.7671,3.967
20:43:58:143,0.2174,1.7228,3.2397,3.676
20:43:58:147,-0.5524,2.4177,2.6696,3.644
20:43:58:152,-1.3903,3.0637,2.0196,3.924
20:43:58:156,-2.3732,3.7613,1.5137,4.698
20:43:58:162,-3.2927,4.4918,1.1682,5.691
20:43:58:166,-4.1362,5.2366,0.9575,6.741
20:43:58:170,-4.9222,5.9577,0.8273,7.772
20:43:58:182,-5.6334,6.5668,0.6546,8.677
20:43:58:183,-6.2629,7.0559,0.4832,9.447
20:43:58:191,-6.8114,7.4239,0.2224,10.078
20:43:58:192,-7.1439,7.6504,-0.1568,10.468
20:43:58:200,-7.2787,7.6583,-0.6415,10.585
20:43:58:201,-6.9017,7.1660,-1.3053,10.034
20:43:58:208,-6.0261,6.1634,-2.1482,8.883
20:43:58:212,-4.8963,5.1274,-2.8553,7.643
20:43:58:215,-3.7442,4.1443,-3.2712,6.473
20:43:58:221,-2.6624,3.2353,-3.5122,5.467
20:43:58:225,-1.6142,2.4556,-3.6489,4.685
20:43:58:230,-0.6441,1.7267,-3.7546,4.183
20:43:58:235,0.2295,1.0877,-3.8841,4.040
20:43:58:241,0.9756,0.5507,-3.9851,4.140
20:43:58:244,1.5897,0.1209,-4.0486,4.351
20:43:58:250,2.0503,-0.1944,-4.0704,4.562
20:43:58:256,2.3407,-0.3953,-4.0556,4.699
20:43:58:263,2.4373,-0.5103,-3.9949,4.707
20:43:58:265,2.4004,-0.4723,-3.9002,4.604
20:43:58:272,2.1828,-0.3528,-3.7496,4.353
20:43:58:274,1.8091,-0.2067,-3.5710,4.008
20:43:58:280,1.2821,-0.0370,-3.3392,3.577
20:43:58:292,0.6072,0.0935,-3.0768,3.138
20:43:58:293,-0.1266,0.1434,-2.8540,2.860
20:43:58:294,-0.8373,0.1403,-2.2759,2.429
20:43:58:302,-1.6106,-0.0056,-1.5627,2.244
20:43:58:304,-2.2629,-0.2572,-1.4407,2.695
20:43:58:308,-2.6711,-0.4213,-1.6427,3.164
20:43:58:313,-2.9035,-0.5698,-1.9001,3.516
20:43:58:317,-2.9518,-0.7146,-2.1719,3.734
20:43:58:323,-2.8626,-0.8769,-2.5008,3.901
20:43:58:328,-2.6871,-0.9821,-2.8390,4.030
20:43:58:333,-2.3853,-1.0776,-3.1333,4.083
20:43:58:338,-2.0055,-1.1771,-3.3543,4.082
20:43:58:343,-1.5836,-1.2297,-3.5173,4.049
20:43:58:347,-1.1170,-1.2972,-3.5702,3.959
20:43:58:352,-0.6078,-1.3432,-3.5703,3.863
20:43:58:357,-0.1727,-1.3409,-3.4720,3.726
20:43:58:363,0.2105,-1.3187,-3.3154,3.574
20:43:58:367,0.5087,-1.2883,-3.1167,3.411
20:43:58:372,0.6842,-1.2378,-2.9613,3.282
20:43:58:377,0.7729,-1.2342,-2.7676,3.127
20:43:58:384,0.7608,-1.1943,-2.5470,2.914
20:43:58:386,0.7605,-1.1684,-2.3467,2.730
20:43:58:395,0.7600,-1.1233,-2.1758,2.564
20:43:58:396,0.7573,-1.0518,-1.9858,2.371
20:43:58:402,0.7692,-0.9588,-1.8360,2.209
20:43:58:407,0.7718,-0.9018,-1.7021,2.075
20:43:58:413,0.7654,-0.8305,-1.5767,1.939
20:43:58:415,0.7717,-0.7567,-1.4808,1.833
20:43:58:422,0.7523,-0.7214,-1.3542,1.709
20:43:58:428,0.7815,-0.6409,-1.2759,1.628
20:43:58:430,0.7658,-0.5749,-1.2364,1.564
20:43:58:435,0.7696,-0.5451,-1.2241,1.545
20:43:58:440,0.7355,-0.5035,-1.1699,1.471
20:43:58:447,0.7206,-0.4097,-1.1101,1.385
20:43:58:451,0.6675,-0.3449,-1.0378,1.281
20:43:58:455,0.6429,-0.2446,-1.0061,1.219
20:43:58:462,0.6015,-0.1826,-0.9459,1.136
20:43:58:465,0.5862,-0.0775,-0.8722,1.054
20:43:58:471,0.5730,-0.0392,-0.7876,0.975
20:43:58:474,0.5715,0.0449,-0.6779,0.888
20:43:58:481,0.5339,0.0671,-0.5454,0.766
20:43:58:493,0.5535,0.0921,-0.3950,0.686
20:43:58:497,0.4963,0.1006,-0.2746,0.576
20:43:58:498,0.4533,0.0759,-0.1125,0.473
20:43:58:499,0.4866,0.0419,0.0918,0.497
20:43:58:507,0.4981,-0.0709,0.2426,0.559
20:43:58:509,0.4662,-0.1930,0.3254,0.600
20:43:58:514,0.4986,-0.2983,0.4167,0.715
20:43:58:518,0.5832,-0.4201,0.5621,0.912
20:43:58:522,0.6412,-0.5799,0.6417,1.077
20:43:58:529,0.6770,-0.7561,0.6406,1.200
20:43:58:534,0.7051,-0.9057,0.6856,1.337
20:43:58:538,0.7736,-1.0284,0.8128,1.522
20:43:58:545,0.8229,-1.1981,0.9173,1.719
20:43:58:547,0.7884,-1.3954,0.9607,1.869
20:43:58:555,0.7350,-1.6159,1.0723,2.074
20:43:58:557,0.7031,-1.7282,1.2649,2.254
20:43:58:563,0.7576,-1.7661,1.4359,2.399
20:43:58:568,0.7065,-1.7181,1.4747,2.372
20:43:58:572,0.7361,-1.5224,1.5170,2.272
20:43:58:579,0.7626,-1.3272,1.5958,2.211
20:43:58:583,0.7549,-1.2068,1.6513,2.180
20:43:58:593,0.7657,-1.1084,1.7507,2.209
20:43:58:594,0.7209,-1.0775,1.8540,2.262
20:43:58:602,0.6855,-1.0712,1.9690,2.344
20:43:58:603,0.6595,-1.0678,2.0175,2.376
20:43:58:607,0.6956,-1.0916,1.9905,2.374
20:43:58:613,0.7365,-1.1064,1.9267,2.341
20:43:58:617,0.7368,-1.1313,1.8094,2.258
20:43:58:622,0.7444,-1.1424,1.6698,2.156
20:43:58:626,0.7380,-1.1467,1.5341,2.053
20:43:58:632,0.7125,-1.1419,1.3713,1.921
20:43:58:635,0.6993,-1.1611,1.2385,1.836
20:43:58:645,0.6625,-1.1733,1.0877,1.732
20:43:58:646,0.6068,-1.1782,0.9378,1.624
20:43:58:655,0.5369,-1.1545,0.7979,1.503
20:43:58:656,0.4742,-1.1211,0.6726,1.391
20:43:58:662,0.4021,-1.1069,0.5664,1.307
20:43:58:666,0.2965,-1.0830,0.4982,1.228
20:43:58:672,0.2817,-1.0425,0.4416,1.167
20:43:58:675,0.2189,-0.9996,0.3678,1.087
20:43:58:680,0.1943,-0.9232,0.3387,1.002
20:43:58:686,0.2316,-0.8923,0.3041,0.971
20:43:58:694,0.2543,-0.8471,0.2760,0.926
20:43:58:705,0.3054,-0.8186,0.2807,0.918
20:43:58:705,0.3922,-0.8284,0.2611,0.953
20:43:58:705,0.4645,-0.8167,0.2819,0.981
20:43:58:710,0.5511,-0.8504,0.2979,1.056
20:43:58:715,0.5993,-0.8506,0.2997,1.083
20:43:58:721,0.6236,-0.8722,0.3329,1.123
20:43:58:724,0.6028,-0.8506,0.3664,1.105
20:43:58:730,0.5176,-0.8815,0.4265,1.108
20:43:58:735,0.4398,-0.8907,0.4415,1.087
20:43:58:740,0.3049,-0.9285,0.4568,1.079
20:43:58:744,0.1703,-0.9327,0.5058,1.075
20:43:58:749,0.0646,-0.9344,0.5359,1.079
20:43:58:755,-0.0647,-0.9361,0.5591,1.092
20:43:58:758,-0.1818,-0.9282,0.6065,1.124
20:43:58:764,-0.3154,-0.9132,0.6975,1.192
20:43:58:769,-0.4199,-0.9006,0.7509,1.245
20:43:58:773,-0.4978,-0.8688,0.8096,1.288
20:43:58:778,-0.5753,-0.8297,0.8953,1.349
20:43:58:783,-0.6309,-0.8143,0.9600,1.408
20:43:58:795,-0.6742,-0.7914,1.0658,1.489
20:43:58:796,-0.7194,-0.7705,1.1744,1.578
20:43:58:800,-0.7762,-0.7349,1.3194,1.698
20:43:58:803,-0.7915,-0.7154,1.4872,1.830
20:43:58:808,-0.7341,-0.6354,1.7647,2.014
20:43:58:812,-0.8981,-0.7866,1.8284,2.184
20:43:58:819,-1.0424,-0.8630,1.8786,2.315
20:43:58:823,-1.1454,-0.8959,2.0377,2.503
20:43:58:827,-1.1637,-0.8398,2.3376,2.743
20:43:58:834,-1.2576,-0.9146,2.5176,2.959
20:43:58:836,-1.3577,-0.9313,2.6568,3.126
20:43:58:842,-1.4590,-0.8493,2.9231,3.376
20:43:58:847,-1.6692,-0.7764,3.1684,3.664
20:43:58:852,-1.8902,-0.6094,3.2170,3.781
20:43:58:857,-2.2179,-0.2933,3.2064,3.910
20:43:58:862,-2.7073,0.0383,3.0629,4.088
20:43:58:866,-3.3230,0.4379,2.9373,4.457
20:43:58:871,-4.0364,0.8240,2.8762,5.024
20:43:58:875,-4.7379,1.2345,2.8115,5.646
20:43:58:885,-5.4062,1.6286,2.6896,6.254
20:43:58:886,-6.0251,1.9747,2.4785,6.808
20:43:58:895,-6.5497,2.2438,2.1967,7.263
20:43:58:896,-6.9781,2.3203,1.8704,7.588
20:43:58:902,-7.0796,2.1026,1.4998,7.536
20:43:58:905,-6.7212,1.6255,1.1338,7.007
20:43:58:910,-5.8770,1.1976,0.7424,6.044
20:43:58:914,-4.7405,0.9420,0.2811,4.841
20:43:58:920,-3.6366,0.7899,-0.1323,3.724
20:43:58:925,-2.7104,0.6657,-0.4469,2.827
20:43:58:930,-1.9159,0.5314,-0.6688,2.098
20:43:58:934,-1.2431,0.3944,-0.8326,1.547
20:43:58:943,-0.6725,0.2567,-0.9660,1.205
20:43:58:944,-0.1393,0.1039,-1.0893,1.103
20:43:58:951,0.3469,-0.0214,-1.2161,1.265
20:43:58:955,0.8199,-0.1648,-1.4106,1.640
20:43:58:959,1.2365,-0.2904,-1.5956,2.039
20:43:58:964,1.6404,-0.3907,-1.7565,2.435
20:43:58:970,1.9533,-0.4127,-1.8829,2.744
20:43:58:974,2.1973,-0.3630,-1.9787,2.979
20:43:58:979,2.3162,-0.2027,-2.0502,3.100
20:43:58:984,2.3011,0.1429,-2.0967,3.116
20:43:58:990,2.1507,0.6457,-2.1608,3.116
20:43:58:998,1.8679,1.1509,-2.2422,3.137
20:43:58:999,1.4173,1.6491,-2.3052,3.169
20:43:59:003,0.8875,2.1403,-2.3901,3.329
20:43:59:008,0.3359,2.5212,-2.4635,3.541
20:43:59:014,-0.2619,2.8489,-2.5662,3.843
20:43:59:018,-0.8442,3.0700,-2.7056,4.178
20:43:59:023,-1.3688,3.2340,-2.8441,4.519
20:43:59:028,-1.7767,3.3066,-2.9655,4.784
20:43:59:033,-2.0140,3.2921,-3.0781,4.937
20:43:59:036,-2.0121,3.1542,-3.1612,4.898
20:43:59:043,-1.7260,2.9482,-3.2922,4.744
20:43:59:048,-1.2450,2.7152,-3.4439,4.559
20:43:59:052,-0.7509,2.4385,-3.5526,4.374
20:43:59:057,-0.2801,2.1255,-3.6292,4.215
20:43:59:062,0.1815,1.8455,-3.7470,4.181
20:43:59:067,0.5740,1.5940,-3.7638,4.128
20:43:59:071,0.9186,1.3804,-3.7502,4.100
20:43:59:075,1.2080,1.1856,-3.7145,4.082
20:43:59:080,1.4565,1.0335,-3.7222,4.129
20:43:59:087,1.6230,0.9024,-3.6910,4.132
20:43:59:096,1.7743,0.8067,-3.6673,4.153
20:43:59:097,1.8554,0.7414,-3.5966,4.114
20:43:59:107,1.9786,0.6878,-3.4498,4.036
20:43:59:108,2.0921,0.6679,-3.1804,3.865
20:43:59:111,2.1658,0.6488,-2.7667,3.573
20:43:59:115,2.1692,0.5780,-2.3477,3.248
20:43:59:124,2.1170,0.4744,-2.0532,2.987
20:43:59:125,2.0382,0.3331,-1.7670,2.718
20:43:59:131,1.9736,0.1753,-1.5404,2.510
20:43:59:136,1.9018,0.0103,-1.3487,2.332
20:43:59:142,1.8467,-0.1860,-1.1913,2.206
20:43:59:147,1.8349,-0.3587,-1.0438,2.141
20:43:59:150,1.8043,-0.5054,-0.8793,2.070
20:43:59:159,1.7479,-0.6620,-0.7263,2.005
20:43:59:160,1.7351,-0.8095,-0.6083,2.009
20:43:59:166,1.7324,-0.9456,-0.4940,2.035
20:43:59:170,1.6900,-1.0822,-0.4047,2.047
20:43:59:174,1.7130,-1.2310,-0.3309,2.135
20:43:59:180,1.7084,-1.3346,-0.2750,2.185
20:43:59:185,1.6977,-1.4334,-0.2179,2.233
20:43:59:189,1.6525,-1.5273,-0.1311,2.254
20:43:59:197,1.5416,-1.5302,-0.0339,2.172
20:43:59:198,1.4321,-1.5305,0.0280,2.096
20:43:59:208,1.3190,-1.4900,0.0898,1.992
20:43:59:209,1.1734,-1.4037,0.1101,1.833
20:43:59:213,1.0022,-1.3100,0.1263,1.654
20:43:59:218,0.8264,-1.2492,0.1345,1.504
20:43:59:225,0.6410,-1.1570,0.2032,1.338
20:43:59:228,0.4791,-1.0645,0.3079,1.207
20:43:59:233,0.3331,-1.0005,0.3929,1.125
20:43:59:237,0.2438,-0.9126,0.5420,1.089
20:43:59:245,0.1941,-0.7935,0.6740,1.059
20:43:59:247,0.1795,-0.7032,0.8037,1.083
20:43:59:253,0.2695,-0.5842,0.9124,1.116
20:43:59:258,0.3923,-0.4842,0.9745,1.157
20:43:59:262,0.5581,-0.3984,1.0147,1.225
20:43:59:268,0.7503,-0.3122,1.0626,1.338
20:43:59:273,0.9383,-0.2662,1.0878,1.461
20:43:59:276,1.1462,-0.2461,1.0837,1.596
20:43:59:284,1.3169,-0.2397,1.0413,1.696
20:43:59:287,1.4625,-0.2494,0.9895,1.783
20:43:59:292,1.5711,-0.2825,0.9403,1.853
20:43:59:297,1.6453,-0.2910,0.9228,1.909
20:43:59:306,1.6877,-0.2846,0.8941,1.931
20:43:59:306,1.6529,-0.2610,0.8327,1.869
20:43:59:316,1.5741,-0.2323,0.7743,1.770
20:43:59:317,1.4418,-0.1986,0.6563,1.597
20:43:59:320,1.3272,-0.1789,0.5568,1.450
20:43:59:327,1.1943,-0.1640,0.4849,1.299
20:43:59:333,1.0426,-0.1347,0.4017,1.125
20:43:59:338,0.9269,-0.1341,0.3494,1.000
20:43:59:341,0.8374,-0.1311,0.3063,0.901
20:43:59:345,0.7500,-0.1664,0.2838,0.819
20:43:59:352,0.7244,-0.2374,0.2745,0.810
20:43:59:354,0.7173,-0.3131,0.2757,0.830
20:43:59:361,0.7191,-0.3815,0.2896,0.864
20:43:59:365,0.7417,-0.4855,0.3328,0.947
20:43:59:370,0.7635,-0.5654,0.3907,1.027
20:43:59:375,0.7942,-0.6284,0.4682,1.116
20:43:59:383,0.8336,-0.6937,0.5319,1.208
20:43:59:386,0.8699,-0.7276,0.5961,1.281
20:43:59:390,0.9293,-0.7685,0.6274,1.359
20:43:59:394,1.0263,-0.8090,0.6949,1.480
20:43:59:398,1.1489,-0.8443,0.7293,1.601
20:43:59:406,1.2134,-0.8384,0.7859,1.671
20:43:59:416,1.2897,-0.8533,0.8841,1.781
20:43:59:417,1.3396,-0.8773,0.9722,1.873
20:43:59:419,1.3852,-0.8599,1.0914,1.962
20:43:59:424,1.4126,-0.8442,1.2119,2.044
20:43:59:429,1.4294,-0.7993,1.3057,2.094
20:43:59:434,1.4884,-0.7492,1.3784,2.163
20:43:59:437,1.5372,-0.7035,1.3803,2.182
20:43:59:445,1.5709,-0.5835,1.3353,2.143
20:43:59:449,1.5582,-0.4565,1.2554,2.052
20:43:59:453,1.5324,-0.3391,1.1233,1.930
20:43:59:459,1.4956,-0.2269,1.0031,1.815
20:43:59:463,1.4165,-0.0864,0.8776,1.669
20:43:59:468,1.2876,-0.0300,0.7796,1.506
20:43:59:473,1.1375,0.0644,0.6825,1.328
20:43:59:477,0.9683,0.1680,0.6071,1.155
20:43:59:482,0.7560,0.2116,0.5168,0.940
20:43:59:488,0.5839,0.2837,0.4516,0.791
20:43:59:499,0.3965,0.3247,0.3386,0.614
20:43:59:499,0.2677,0.3490,0.2894,0.526
20:43:59:512,0.1757,0.3902,0.3176,0.533
20:43:59:513,0.1253,0.4341,0.4710,0.653
20:43:59:513,0.0976,0.4356,0.6948,0.826
20:43:59:516,0.0953,0.4449,0.9872,1.087
20:43:59:523,0.1403,0.3905,1.3152,1.379
20:43:59:526,0.1729,0.3369,1.6555,1.698
20:43:59:532,0.1838,0.2603,1.9557,1.982
20:43:59:536,0.1946,0.1390,2.2308,2.244
20:43:59:544,0.1931,0.0374,2.4471,2.455
20:43:59:546,0.1863,-0.0732,2.6237,2.631
20:43:59:551,0.1910,-0.2050,2.7653,2.779
20:43:59:555,0.1855,-0.3172,2.8815,2.905
20:43:59:562,0.1914,-0.4458,2.9843,3.023
20:43:59:566,0.2493,-0.5455,3.0696,3.128
20:43:59:571,0.3431,-0.6070,3.1409,3.217
20:43:59:576,0.4780,-0.6063,3.2663,3.356
20:43:59:582,0.5808,-0.5244,3.3948,3.484
20:43:59:585,0.6355,-0.3470,3.4801,3.555
20:43:59:590,0.6045,-0.0695,3.4726,3.526
20:43:59:594,0.4352,0.3513,3.3030,3.350
20:43:59:607,0.0463,0.9175,3.0018,3.139
20:43:59:608,-0.5529,1.6003,2.6161,3.116
20:43:59:610,-1.2410,2.3137,2.1828,3.414
20:43:59:617,-2.0491,3.0788,1.8902,4.153
20:43:59:619,-2.8984,3.8792,1.7740,5.157
20:43:59:624,-3.7715,4.7601,1.7821,6.329
20:43:59:629,-4.6273,5.5999,1.8342,7.492
20:43:59:635,-5.4084,6.3215,1.7273,8.497
20:43:59:638,-6.0013,6.8645,1.3775,9.221
20:43:59:644,-6.3359,7.2140,0.7399,9.630
20:43:59:650,-6.3121,7.2589,-0.1905,9.621
20:43:59:654,-5.9109,6.8649,-1.2134,9.140
20:43:59:659,-5.1719,6.1144,-2.0587,8.269
20:43:59:663,-4.1191,5.2529,-2.6368,7.177
20:43:59:668,-3.0245,4.2870,-3.0347,6.061
20:43:59:674,-2.0475,3.3569,-3.3791,5.184
20:43:59:677,-1.1277,2.4991,-3.6363,4.554
20:43:59:684,-0.3095,1.7688,-3.7142,4.125
20:43:59:688,0.4489,1.0821,-3.5862,3.773
20:43:59:693,0.9963,0.5079,-3.2849,3.470
20:43:59:702,1.3967,-0.0378,-2.9671,3.280
20:43:59:703,1.6994,-0.4912,-2.6613,3.196
20:43:59:708,1.8789,-0.8168,-2.3988,3.155
20:43:59:712,1.9666,-1.0178,-2.2268,3.140
20:43:59:716,1.9699,-1.0850,-2.0972,3.075
20:43:59:722,1.8931,-0.9711,-2.0011,2.921
20:43:59:727,1.7624,-0.6615,-1.8579,2.645
20:43:59:732,1.5089,-0.3115,-1.6391,2.250
20:43:59:738,1.1710,0.0242,-1.4619,1.873
20:43:59:742,0.7535,0.2860,-1.3646,1.585
20:43:59:747,0.2659,0.4812,-1.3953,1.500
20:43:59:752,-0.2324,0.5738,-1.4729,1.598
20:43:59:756,-0.7945,0.6401,-1.5715,1.874
20:43:59:762,-1.3253,0.6893,-1.7131,2.273
20:43:59:766,-1.8517,0.6853,-1.8600,2.713
20:43:59:772,-2.2668,0.6636,-2.0177,3.106
20:43:59:776,-2.5546,0.6000,-2.2396,3.450
20:43:59:782,-2.7567,0.5064,-2.4647,3.732
20:43:59:792,-2.8835,0.3873,-2.6776,3.954
20:43:59:793,-2.9477,0.2499,-2.9010,4.143
20:43:59:795,-2.9378,0.0941,-3.0932,4.267
20:43:59:801,-2.8663,-0.0537,-3.2622,4.343
20:43:59:806,-2.7285,-0.1981,-3.4040,4.367
20:43:59:810,-2.5484,-0.3465,-3.5018,4.345
20:43:59:815,-2.3666,-0.5227,-3.5319,4.283
20:43:59:821,-2.1375,-0.7217,-3.5347,4.193
20:43:59:825,-1.8155,-0.8791,-3.5001,4.040
20:43:59:830,-1.4336,-0.9874,-3.4323,3.848
20:43:59:837,-0.9793,-1.0509,-3.3353,3.632
20:43:59:842,-0.5287,-1.0647,-3.1747,3.390
20:43:59:846,-0.0930,-1.0307,-3.0117,3.185
20:43:59:849,0.2325,-0.9825,-2.8719,3.044
20:43:59:854,0.5200,-0.8769,-2.7401,2.924
20:43:59:859,0.7412,-0.7759,-2.6062,2.818
20:43:59:864,0.9130,-0.6627,-2.5153,2.757
20:43:59:870,1.0166,-0.5658,-2.4480,2.710
20:43:59:874,1.1212,-0.5067,-2.4307,2.724
20:43:59:879,1.1884,-0.4304,-2.4351,2.744
20:43:59:884,1.2466,-0.3895,-2.4835,2.806
20:43:59:888,1.2621,-0.3718,-2.5242,2.846
20:43:59:895,1.2798,-0.3394,-2.5677,2.889
20:43:59:907,1.2924,-0.3351,-2.5623,2.889
20:43:59:908,1.2948,-0.3042,-2.5179,2.848
20:43:59:908,1.2632,-0.2684,-2.3627,2.693
20:43:59:919,1.2669,-0.2662,-2.2185,2.569
20:43:59:922,1.2413,-0.2448,-2.0973,2.449
20:43:59:924,1.2390,-0.2380,-1.9682,2.338
20:43:59:928,1.2552,-0.2097,-1.7953,2.201
20:43:59:933,1.2612,-0.1839,-1.6430,2.079
20:43:59:937,1.2859,-0.1366,-1.4706,1.958
20:43:59:942,1.2934,-0.0843,-1.3118,1.844
20:43:59:947,1.2744,-0.0509,-1.1137,1.693
20:43:59:952,1.2575,-0.0292,-0.9435,1.572
20:43:59:956,1.2571,0.0169,-0.7558,1.467
20:43:59:963,1.2447,-0.0058,-0.5887,1.377
20:43:59:967,1.2323,-0.0446,-0.3990,1.296
20:43:59:971,1.1937,-0.1017,-0.1650,1.209
20:43:59:977,1.1603,-0.1746,0.0708,1.175
20:43:59:982,1.0698,-0.2732,0.2919,1.142
20:43:59:986,1.0012,-0.3831,0.4815,1.175
20:43:59:994,0.9113,-0.4997,0.6399,1.220
20:43:59:996,0.8193,-0.5825,0.8870,1.341
20:44:00:002,0.6584,-0.7272,1.0577,1.443
20:44:00:006,0.4688,-0.9436,1.1542,1.563
20:44:00:011,0.3345,-1.1382,1.2650,1.734
20:44:00:016,0.2171,-1.3062,1.4573,1.969
20:44:00:021,0.0524,-1.5286,1.5995,2.213
20:44:00:024,-0.0643,-1.6957,1.7130,2.411
20:44:00:031,-0.1308,-1.8457,1.7516,2.548
20:44:00:034,-0.1811,-1.9620,1.7188,2.615
20:44:00:040,-0.1988,-1.9540,1.6852,2.588
20:44:00:045,-0.1722,-1.8530,1.7217,2.535
20:44:00:050,-0.0896,-1.7115,1.8280,2.506
20:44:00:055,-0.0130,-1.5968,1.9780,2.542
20:44:00:061,0.0670,-1.4755,2.1195,2.583
20:44:00:066,0.1914,-1.3524,2.3037,2.678
20:44:00:070,0.3675,-1.1872,2.5153,2.806
20:44:00:075,0.5169,-1.0609,2.6744,2.923
20:44:00:079,0.7069,-0.9209,2.7750,3.008
20:44:00:084,0.8685,-0.8578,2.7800,3.036
20:44:00:089,0.9899,-0.8047,2.6945,2.981
20:44:00:094,0.9876,-0.8021,2.5453,2.846
20:44:00:102,0.9428,-0.8141,2.3107,2.625
20:44:00:113,0.8269,-0.8074,2.0787,2.378
20:44:00:114,0.6828,-0.8178,1.8179,2.107
20:44:00:114,0.5534,-0.8309,1.5854,1.874
20:44:00:117,0.4746,-0.8347,1.3952,1.694
20:44:00:123,0.3914,-0.8004,1.2159,1.507
20:44:00:128,0.3681,-0.7758,1.0785,1.379
20:44:00:133,0.2948,-0.7585,0.9276,1.234
20:44:00:138,0.2647,-0.7318,0.7988,1.115
20:44:00:143,0.2848,-0.7051,0.6773,1.018
20:44:00:148,0.3095,-0.6354,0.5510,0.896
20:44:00:153,0.3150,-0.5919,0.4290,0.796
20:44:00:156,0.3059,-0.5485,0.3686,0.728
20:44:00:163,0.3252,-0.5146,0.2809,0.670
20:44:00:168,0.3610,-0.4998,0.1945,0.646
20:44:00:172,0.3867,-0.5113,0.1209,0.652
20:44:00:177,0.4001,-0.5488,0.0479,0.681
20:44:00:182,0.4440,-0.6291,0.0040,0.770
20:44:00:187,0.4110,-0.7307,-0.0277,0.839
20:44:00:196,0.3872,-0.8128,-0.0088,0.900
20:44:00:197,0.3605,-0.8805,0.0200,0.952
20:44:00:201,0.3073,-0.9766,0.1071,1.029
20:44:00:207,0.2562,-1.0127,0.2168,1.067
20:44:00:211,0.2338,-1.0774,0.3041,1.144
20:44:00:216,0.1709,-1.1107,0.4198,1.200
20:44:00:222,0.1154,-1.1653,0.5284,1.285
20:44:00:226,0.1176,-1.2172,0.6186,1.370
20:44:00:231,0.1155,-1.2448,0.7027,1.434
20:44:00:235,0.0830,-1.2433,0.8049,1.483
20:44:00:242,0.0369,-1.2391,0.9017,1.533
20:44:00:246,-0.0253,-1.2227,0.9717,1.562
20:44:00:250,-0.1130,-1.1677,1.0554,1.578
20:44:00:257,-0.1880,-1.0481,1.1289,1.552
20:44:00:261,-0.2984,-0.9643,1.1919,1.562
20:44:00:265,-0.3459,-0.8565,1.3136,1.606
20:44:00:270,-0.4120,-0.7438,1.4177,1.653
20:44:00:274,-0.4775,-0.6239,1.5831,1.767
20:44:00:280,-0.6071,-0.6379,1.6347,1.857
20:44:00:285,-0.6194,-0.6064,1.6673,1.879
20:44:00:296,-0.6819,-0.5845,1.7716,1.986
20:44:00:297,-0.6988,-0.5435,1.9624,2.153
20:44:00:299,-0.7465,-0.6004,2.2136,2.412
20:44:00:308,-0.7484,-0.7311,2.3625,2.584
20:44:00:308,-0.7379,-0.8447,2.6419,2.870
20:44:00:314,-0.7721,-1.0675,2.8751,3.163
20:44:00:319,-0.7742,-1.2797,3.1031,3.445
20:44:00:325,-0.8373,-1.4881,3.2951,3.711
20:44:00:330,-0.9374,-1.6901,3.3864,3.899
20:44:00:335,-1.1153,-1.8068,3.3209,3.942
20:44:00:339,-1.3164,-1.8838,3.1617,3.909
20:44:00:345,-1.5650,-1.8545,3.0005,3.859
20:44:00:349,-1.8852,-1.7523,2.8046,3.807
20:44:00:353,-2.2627,-1.5126,2.6641,3.809
20:44:00:357,-2.7236,-1.0685,2.6144,3.924
20:44:00:363,-3.2292,-0.4533,2.5649,4.149
20:44:00:368,-3.7796,0.2110,2.4102,4.488
20:44:00:371,-4.3459,0.8528,2.1647,4.930
20:44:00:378,-4.9401,1.4125,1.8449,5.459
20:44:00:383,-5.5862,1.8182,1.4984,6.063
20:44:00:388,-6.2705,2.0646,1.1295,6.698
20:44:00:396,-6.8263,2.1770,0.7546,7.205
20:44:00:396,-7.1854,2.0801,0.4070,7.491
20:44:00:406,-7.1578,1.7507,0.0389,7.369
20:44:00:407,-6.6513,1.3574,-0.2821,6.794
20:44:00:412,-5.7048,1.1442,-0.6126,5.851
20:44:00:417,-4.4974,1.0805,-1.0000,4.732
20:44:00:422,-3.2993,1.0667,-1.3674,3.727
20:44:00:426,-2.2699,1.0269,-1.5945,2.958
20:44:00:431,-1.4326,0.9184,-1.7376,2.432
20:44:00:435,-0.6601,0.7653,-1.8239,2.085
20:44:00:444,0.0313,0.5963,-1.9048,1.996
